title,condition,transmission,make,model,year,location,price
Honda Pilot 2010 Gold,foreign used,automatic,Honda,Pilot,2010,Amuwo-Odofin,"₦ 13,200,000"
Toyota Land Cruiser 2023 Black,local used,automatic,Toyota,Land,,Asokoro,"₦ 41,000,000"
Toyota Highlander 2015 Black,foreign used,automatic,Toyota,Highlander,2015,Amuwo-Odofin,"₦ 32,600,000"
Toyota Corolla 2010 Silver,foreign used,automatic,Toyota,Corolla,2010,Amuwo-Odofin,"₦ 12,300,000"
Acura MDX 2012 Silver,foreign used,automatic,Acura,MDX,2012,Amuwo-Odofin,"₦ 13,300,000"
Mercedes-Benz E200 1994 Gold,local used,automatic,,,,Zaria,"₦ 2,200,000"
Honda Civic DX 4dr Sedan (1.7L 4cyl 4A) 2002 Silver,local used,automatic,Honda,Civic,,Zaria,"₦ 2,600,000"
Toyota Matrix 2006 Silver,foreign used,automatic,Toyota,Matrix,2006,Kaduna / Kaduna State,"₦ 8,900,000"
Lexus ES 350 2007 Silver,foreign used,automatic,Lexus,ES,,Alimosho,"₦ 11,200,000"
Mercedes-Benz E350 2012 Black,local used,automatic,,,,Kaduna / Kaduna State,"₦ 11,500,000"
Peugeot 207 SW 1.4 2008 Silver,local used,automatic,Peugeot,207,,Kaduna / Kaduna State,"₦ 4,300,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Black,foreign used,automatic,Toyota,Camry,,Alimosho,"₦ 15,800,000"
Chevrolet Camaro 2012 Black,local used,automatic,Chevrolet,Camaro,2012,Kaduna / Kaduna State,"₦ 10,900,000"
Toyota Highlander Sport 2008 Silver,local used,automatic,Toyota,Highlander,,Kaduna / Kaduna State,"₦ 10,750,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Red,foreign used,automatic,Toyota,Corolla,,Garki 2,"₦ 14,000,000"
Toyota Sienna XLE Limited 4WD 2007 Gold,local used,automatic,Toyota,Sienna,,Central Business District,"₦ 8,500,000"
Nissan Altima 2.5 S 2007 Black,local used,automatic,Nissan,Altima,,Garki 2,"₦ 6,500,000"
Toyota Avalon 2014 Black,local used,automatic,Toyota,Avalon,2014,Ikeja,"₦ 15,700,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5M) 2002 Blue,local used,automatic,Toyota,Camry,,Ikeja,"₦ 2,850,000"
Mercedes-Benz GLB-Class GLB 200 2022 Gray,foreign used,,,,,Victoria Island,"₦ 60,000,000"
Infiniti G35 Sport RWD 2008 Black,local used,automatic,Infiniti,G35,,Surulere,"₦ 5,500,000"
Toyota Highlander V6 2007 Blue,foreign used,automatic,Toyota,Highlander,,Amuwo-Odofin,"₦ 11,500,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 Gray,foreign used,automatic,Toyota,Highlander,,Central Business District,"₦ 30,700,000"
Mercedes-Benz M Class 2014 Silver,local used,automatic,,,,Central Business District,"₦ 17,500,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2014 Gray,foreign used,automatic,,,,Central Business District,"₦ 25,200,000"
Mercedes-Benz M Class ML 350 2004 Red,local used,automatic,,,,Onitsha,"₦ 3,300,000"
Nissan Sentra SE-R 2002 Green,local used,automatic,Nissan,Sentra,,Abule Egba,"₦ 3,000,000"
Toyota Hilux 2016 White,local used,manual,Toyota,Hilux,2016,Agege,"₦ 37,000,000"
Mercedes-Benz GLE-Class 2016 Red,foreign used,automatic,,,,Lekki,"₦ 72,800,000"
Lexus LX 570 2012 White,foreign used,automatic,Lexus,LX,,Agege,"₦ 55,000,000"
Hyundai Elantra 2012 Gray,foreign used,automatic,Hyundai,Elantra,2012,Mabushi,"₦ 11,900,000"
Mercedes-Benz C450 2016 Silver,foreign used,automatic,,,,Mabushi,"₦ 45,500,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 Black,foreign used,automatic,,,,Gwarinpa,"₦ 58,000,000"
Toyota Corolla 2006 Silver,local used,automatic,Toyota,Corolla,2006,Lokogoma,"₦ 5,700,000"
Toyota Camry 2011 Silver,local used,automatic,Toyota,Camry,2011,Lokogoma,"₦ 7,000,000"
Toyota Highlander LE 4dr SUV (2.7L 4cyl 6A) 2015 Blue,local used,automatic,Toyota,Highlander,,Central Business District,"₦ 24,000,000"
Honda Accord EX 4dr Sedan FWD (2.4L 4cyl 2A) 2016 Gray,foreign used,automatic,Honda,Accord,,Central Business District,"₦ 15,500,000"
Toyota Sequoia 2005 Black,local used,automatic,Toyota,Sequoia,2005,Lokogoma,"₦ 5,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2016 Gray,foreign used,automatic,Toyota,Camry,,Central Business District,"₦ 19,500,000"
Toyota Highlander 2012 White,foreign used,automatic,Toyota,Highlander,2012,Central Business District,"₦ 22,000,000"
Mercedes-Benz E350 2014 Black,foreign used,automatic,,,,Central Business District,"₦ 21,500,000"
Mercedes-Benz E300 2017 Brown,foreign used,automatic,,,,Central Business District,"₦ 35,000,000"
Nissan Murano S 2007 Red,foreign used,automatic,Nissan,Murano,,Agege,"₦ 5,200,000"
Lexus RX 350 2010 White,foreign used,automatic,Lexus,RX,,Ajah,"₦ 21,800,000"
Toyota 4-Runner 2015 Blue,foreign used,automatic,Toyota,4-Runner,2015,Gwarinpa,"₦ 45,000,000"
Lexus ES 350 2008 Black,local used,automatic,Lexus,ES,,Ogba,"₦ 8,500,000"
Honda Accord 2014 Burgundy,foreign used,automatic,Honda,Accord,2014,Ogba,"₦ 14,500,000"
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2015 Black,foreign used,automatic,Toyota,Avalon,,Magodo,"₦ 22,000,000"
Toyota Highlander Platinum 2021 Gray,foreign used,automatic,Toyota,Highlander,,Ikeja,"₦ 81,000,000"
Toyota Matrix 2010 Silver,foreign used,automatic,Toyota,Matrix,2010,Ikeja,"₦ 11,500,000"
Honda Odyssey 2007 Gray,foreign used,automatic,Honda,Odyssey,2007,Lekki,"₦ 10,000,000"
Kia Sportage 2013 Brown,local used,automatic,Kia,Sportage,2013,Ajah,"₦ 9,500,000"
Hyundai Elantra GLS Sedan FWD (1.8L 4cyl 6A) 2013 Silver,local used,automatic,Hyundai,Elantra,,Central Business District,"₦ 4,850,000"
Mercedes-Benz GLK-Class 2014 Black,foreign used,automatic,,,,Ajah,"₦ 24,500,000"
Toyota Highlander LE V6 4x4 (3.5L 6cyl 6A) 2016 Gold,foreign used,automatic,Toyota,Highlander,,Ikotun/Igando,"₦ 26,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Gray,foreign used,automatic,Toyota,Corolla,,Isolo,"₦ 13,850,000"
Ford Explorer XLT FWD 2018 Silver,foreign used,automatic,Ford,Explorer,,Surulere,"₦ 25,999,999"
Toyota Highlander 2009 Black,foreign used,automatic,Toyota,Highlander,2009,Surulere,"₦ 15,999,999"
Toyota Venza AWD 2010 Black,local used,automatic,Toyota,Venza,,Ogba,"₦ 13,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Black,foreign used,automatic,Toyota,Camry,,Ibadan,"₦ 13,000,000"
Toyota Corolla 2013 Silver,foreign used,automatic,Toyota,Corolla,2013,Amuwo-Odofin,"₦ 14,600,000"
Toyota Land Cruiser Prado 2.7 16V 5dr 2001 Black,local used,manual,Toyota,Land,,Ibadan,"₦ 6,000,000"
BMW 325i 2006 Silver,local used,automatic,BMW,325i,2006,Garki 2,"₦ 5,850,000"
Mercedes-Benz GLK-Class 2012 Off white,foreign used,automatic,,,,Orile,"₦ 17,500,000"
Mercedes-Benz C450 2016 White,foreign used,automatic,,,,Central Business District,"₦ 60,000,000"
Ford Edge 2008 Silver,local used,automatic,Ford,Edge,2008,Ikeja,"₦ 6,200,000"
Hyundai Ix35 2012 Black,local used,automatic,Hyundai,Ix35,2012,Ikeja,"₦ 8,800,000"
BMW X5 2018 Blue,foreign used,automatic,BMW,X5,2018,Ikeja,"₦ 50,000,000"
Lexus RX 350 2016 Black,foreign used,automatic,Lexus,RX,,Ikeja,"₦ 45,000,000"
Toyota Corolla CE 2006 Silver,foreign used,automatic,Toyota,Corolla,,Port-Harcourt,"₦ 6,800,000"
Toyota RAV4 2009,foreign used,automatic,Toyota,RAV4,2009,Port-Harcourt,"₦ 13,400,000"
Hyundai Sonata 2010 Black,foreign used,automatic,Hyundai,Sonata,2010,Port-Harcourt,"₦ 12,000,000"
Nissan Almera 2014 Silver,local used,automatic,Nissan,Almera,2014,Surulere,"₦ 4,800,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2011 Black,local used,automatic,Toyota,Camry,,Amuwo-Odofin,"₦ 8,000,000"
Lexus RX 350 2015 Brown,foreign used,automatic,Lexus,RX,,Amuwo-Odofin,"₦ 28,300,000"
Lexus RX 350 2017 Silver,foreign used,automatic,Lexus,RX,,Lekki,"₦ 59,500,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,foreign used,automatic,Toyota,Corolla,,Agege,"₦ 12,500,000"
Lexus RX 350 2017 Gray,foreign used,automatic,Lexus,RX,,Lekki,"₦ 60,500,000"
Toyota Corolla LE 2022 White,foreign used,automatic,Toyota,Corolla,,Mabushi,"₦ 33,500,000"
Toyota Camry SE w/Special Edition Pkg (2.5L 4cyl 6A) 2016 Silver,local used,automatic,Toyota,Camry,,Central Business District,"₦ 13,800,000"
Lexus GX 470 2004 Silver,local used,automatic,Lexus,GX,,Lokogoma,"₦ 7,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Blue,local used,automatic,Toyota,Camry,,Ojota,"₦ 6,400,000"
Toyota Land Cruiser 2004 Black,local used,automatic,Toyota,Land,,Lokogoma,"₦ 7,800,000"
Toyota Hilux 2013 Silver,local used,automatic,Toyota,Hilux,2013,Lokogoma,"₦ 27,000,000"
Toyota Tundra 2019 Gray,foreign used,automatic,Toyota,Tundra,2019,Central Business District,"₦ 50,000,000"
Mazda CX-9 Grand Touring 2009 Blue,foreign used,automatic,Mazda,CX-9,,Central Business District,"₦ 9,500,000"
Mercedes-Benz E43 AMG 3.0 AWD 2018 Gray,foreign used,automatic,,,,Central Business District,"₦ 78,000,000"
New BMW 7 Series 2023 White,new,automatic,New,BMW,,Central Business District,"₦ 230,000,000"
Mercedes-Benz GL-Class 2014 Black,local used,automatic,,,,Central Business District,"₦ 19,000,000"
Mercedes-Benz E350 2020 White,foreign used,automatic,,,,Central Business District,"₦ 55,000,000"
Land Rover Range Rover Vogue 2015 Black,foreign used,automatic,Land,Rover,,Central Business District,"₦ 45,000,000"
Toyota Corolla 2010 Red,foreign used,automatic,Toyota,Corolla,2010,Victoria Island,"₦ 13,800,000"
Ford Escape 2015 Black,local used,automatic,Ford,Escape,2015,Port-Harcourt,"₦ 8,900,000"
Nissan Pathfinder SV 4x4 2013 White,local used,automatic,Nissan,Pathfinder,,Agege,"₦ 13,000,000"
Lexus GS 350 AWD 2008 Red,local used,automatic,Lexus,GS,,Surulere,"₦ 8,800,000"
Mercedes-Benz GLA 250 2015 Black,foreign used,automatic,,,,Ajah,"₦ 25,200,000"
Lexus RX 2006 Silver,foreign used,automatic,Lexus,RX,2006,Amuwo-Odofin,"₦ 13,750,000"
Mercedes-Benz M Class ML 350 BlueTEC 4Matic 2012 Silver,foreign used,automatic,,,,Lekki,"₦ 24,000,000"
Toyota Highlander 2012 Silver,local used,automatic,Toyota,Highlander,2012,Ogba,"₦ 13,800,000"
Toyota Camry 2000 Gray,local used,automatic,Toyota,Camry,2000,Yaba,"₦ 1,950,000"
Lexus GX 460 Luxury 2018 Black,local used,automatic,Lexus,GX,,Lekki,"₦ 43,500,000"
Honda HR-V 2025 Black,foreign used,automatic,Honda,HR-V,2025,Ikeja,"₦ 58,500,000"
Toyota Corolla LE 2006 Gold,local used,automatic,Toyota,Corolla,,Magodo,"₦ 5,700,000"
Hyundai Santa Fe GLS 2011 Silver,local used,automatic,Hyundai,Santa,,Surulere,"₦ 7,850,000"
Toyota Camry LE V6 4dr Sedan (3.0L 6cyl 5A) 2005 Gold,local used,automatic,Toyota,Camry,,Ife,"₦ 4,200,000"
Mercedes-Benz GLK-Class 2010 White,foreign used,automatic,,,,Ajah,"₦ 16,750,000"
Lexus RX 350 2010 Silver,foreign used,automatic,Lexus,RX,,Surulere,"₦ 21,500,000"
Lexus IS 250 4WD 2015 Gold,foreign used,automatic,Lexus,IS,,Amuwo-Odofin,"₦ 25,500,000"
Toyota RAV4 2013 Black,foreign used,automatic,Toyota,RAV4,2013,Ikeja,"₦ 22,500,000"
Toyota Avensis 1.8 VVT-i 2006 Silver,foreign used,automatic,Toyota,Avensis,,Kaduna / Kaduna State,"₦ 9,600,000"
Volkswagen Golf 2.0 Bi-Fuel Variant 2005 Black,local used,automatic,Volkswagen,Golf,,Kaduna / Kaduna State,"₦ 5,600,000"
Mercedes-Benz M Class 2013 White,foreign used,automatic,,,,Amuwo-Odofin,"₦ 27,600,000"
Volkswagen Transporter 2004 White,foreign used,manual,Volkswagen,Transporter,2004,Ibadan,"₦ 4,800,000"
New Toyota Hilux 2023 Black,new,automatic,New,Toyota,,Surulere,"₦ 95,000,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 Gray,foreign used,automatic,Toyota,Highlander,,Isolo,"₦ 40,000,000"
Hyundai Sonata 2.4 2008 Silver,local used,automatic,Hyundai,Sonata,,Lokogoma,"₦ 3,600,000"
Pontiac Vibe 1.8 AWD 2005 Silver,local used,automatic,Pontiac,Vibe,,Zaria,"₦ 6,700,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2016 Silver,foreign used,automatic,Toyota,Camry,,Kaduna / Kaduna State,"₦ 17,300,000"
BMW 3 Series 2013 Gray,foreign used,automatic,BMW,3,,Kaduna / Kaduna State,"₦ 19,700,000"
Ford Mustang GT Concept 2003 Gray,foreign used,manual,Ford,Mustang,,Garki 2,"₦ 5,500,000"
Hyundai Santa Fe 2009 Silver,local used,automatic,Hyundai,Santa,,Victoria Island,"₦ 6,000,000"
Toyota Corolla L 4dr Sedan (1.8L 4cyl 4A) 2014 Black,foreign used,automatic,Toyota,Corolla,,Ikeja,"₦ 14,500,000"
Toyota Camry 2010 Black,foreign used,automatic,Toyota,Camry,2010,Port-Harcourt,"₦ 8,200,000"
Toyota Corolla 2012 Black,foreign used,automatic,Toyota,Corolla,2012,Port-Harcourt,"₦ 13,200,000"
Toyota Camry 2007 Black,foreign used,automatic,Toyota,Camry,2007,Port-Harcourt,"₦ 7,300,000"
Toyota RAV4 Sport 2007 Black,local used,automatic,Toyota,RAV4,,Surulere,"₦ 6,500,000"
Honda Pilot EX-L 4x2 (3.5L 6cyl 5A) 2007 Red,foreign used,automatic,Honda,Pilot,,Surulere,"₦ 6,700,000"
Toyota Hilux Revo Double Cab Petrol 2.7 RWD 2022 White,foreign used,automatic,Toyota,Hilux,,Central Business District,"₦ 42,000,000"
Toyota Sienna LE 2008 Blue,foreign used,automatic,Toyota,Sienna,,Agege,"₦ 13,500,000"
Toyota Hilux Revo Double Cab Petrol 2.7 AWD 2021 Black,foreign used,automatic,Toyota,Hilux,,Apo District,"₦ 72,000,000"
Toyota Highlander Limited 2012 Black,local used,automatic,Toyota,Highlander,,Central Business District,"₦ 14,500,000"
Land Rover Range Rover Sport 2014 White,local used,automatic,Land,Rover,,Central Business District,"₦ 27,000,000"
Mercedes-Benz E430 2016 Black,foreign used,automatic,,,,Central Business District,"₦ 55,000,000"
Honda City 2008 Silver,local used,automatic,Honda,City,2008,Port-Harcourt,"₦ 3,200,000"
Lexus RX 300 4WD 2000 Black,local used,automatic,Lexus,RX,,Agege,"₦ 3,500,000"
Toyota RAV4 2007 Black,local used,automatic,Toyota,RAV4,2007,Agege,"₦ 7,800,000"
Lexus RX 2000 White,local used,automatic,Lexus,RX,2000,Agege,"₦ 4,400,000"
Honda Civic 1.8 EX Automatic 2008 Blue,local used,automatic,Honda,Civic,,Kubwa,"₦ 3,500,000"
Honda CR-V 2007 Blue,local used,automatic,Honda,CR-V,2007,Yaba,"₦ 4,850,000"
Toyota Sienna 2000 Gray,foreign used,automatic,Toyota,Sienna,2000,Maryland,"₦ 7,650,000"
Toyota Corolla SE 2020 Black,foreign used,automatic,Toyota,Corolla,,Lekki,"₦ 22,000,000"
Honda CR-V 2.0i ES Automatic 2004 Gold,local used,automatic,Honda,CR-V,,Ikeja,"₦ 2,850,000"
GAC GS3 2023 Black,foreign used,automatic,GAC,GS3,2023,Magodo,"₦ 27,000,000"
Toyota RAV4 2.5 Sport 4x4 2010 Gray,foreign used,automatic,Toyota,RAV4,,Ikeja,"₦ 13,950,000"
Toyota Venza V6 2012 Blue,local used,automatic,Toyota,Venza,,Surulere,"₦ 13,250,000"
Toyota Highlander Limited V6 4x4 (3.5L 6cyl 6A) 2016 Blue,local used,automatic,Toyota,Highlander,,Surulere,"₦ 28,000,000"
Mercedes-Benz CLK 2004 Blue,local used,automatic,,,,Ikeja,"₦ 7,200,000"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 Red,foreign used,automatic,Hyundai,Sonata,,Abule Egba,"₦ 16,700,000"
Lexus IS 250 AWD Automatic 2011 Silver,foreign used,automatic,Lexus,IS,,Ikeja,"₦ 14,999,999"
Toyota Corolla 2014 Silver,foreign used,automatic,Toyota,Corolla,2014,Isolo,"₦ 15,500,000"
Hyundai Sonata 2014 Blue,foreign used,automatic,Hyundai,Sonata,2014,Magodo,"₦ 13,300,000"
Nissan Juke SL AWD 2011 Red,foreign used,automatic,Nissan,Juke,,Amuwo-Odofin,"₦ 13,000,000"
Toyota RAV4 2008 Black,foreign used,automatic,Toyota,RAV4,2008,Amuwo-Odofin,"₦ 13,200,000"
Mercedes-Benz GLE-Class GLE 350 2016 Gold,foreign used,automatic,,,,Asokoro,"₦ 44,000,000"
Jeep Wrangler Willys Wheeler 2dr SUV 4WD (3.6L 6cyl 6M) 2015 White,foreign used,manual,Jeep,Wrangler,,Jahi,"₦ 20,000,000"
Lexus GX 2011 Black,foreign used,automatic,Lexus,GX,2011,Amuwo-Odofin,"₦ 37,800,000"
Toyota 4-Runner 2005 Black,foreign used,automatic,Toyota,4-Runner,2005,Amuwo-Odofin,"₦ 12,900,000"
Lexus RX 350 2009 Black,local used,automatic,Lexus,RX,,Ikeja,"₦ 8,500,000"
Lexus RX 350 2018 Gray,foreign used,automatic,Lexus,RX,,Oshodi,"₦ 46,000,000"
Dodge Challenger R/T 2dr Coupe (5.7L 8cyl 6M) 2015 Gray,local used,automatic,Dodge,Challenger,,Lokogoma,"₦ 24,500,000"
Toyota Sienna LE 2008 White,local used,automatic,Toyota,Sienna,,Lokogoma,"₦ 3,500,000"
Toyota Corolla L 4dr Sedan (1.8L 4cyl 5M) 2012 Black,local used,automatic,Toyota,Corolla,,Gwarinpa,"₦ 9,500,000"
Toyota Venza AWD 2010 White,local used,automatic,Toyota,Venza,,Alimosho,"₦ 12,800,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2011 Gray,local used,automatic,Toyota,Camry,,Alimosho,"₦ 8,850,000"
Ford Escape 2015 Silver,foreign used,automatic,Ford,Escape,2015,Gbagada,"₦ 13,500,000"
Mercedes-Benz GLK-Class 350 2010 White,foreign used,automatic,,,,Ikeja,"₦ 15,750,000"
Toyota Avensis 2.0 Advanced 2008 Silver,local used,automatic,Toyota,Avensis,,Ikeja,"₦ 6,800,000"
Kia Rio 2014 Black,local used,automatic,Kia,Rio,2014,Ikeja,"₦ 6,500,000"
Mercedes-Benz C350 2013 Black,foreign used,automatic,,,,Ikeja,"₦ 13,500,000"
Lexus RX 350 2016 Silver,foreign used,automatic,Lexus,RX,,Ikeja,"₦ 43,000,000"
Ford Explorer 2021 White,foreign used,automatic,Ford,Explorer,2021,Amuwo-Odofin,"₦ 49,000,000"
Honda Pilot EX-L 4x2 (3.5L 6cyl 5A) 2007 Brown,local used,automatic,Honda,Pilot,,Lekki,"₦ 3,700,000"
Toyota RAV4 2010 Silver,foreign used,automatic,Toyota,RAV4,2010,Port-Harcourt,"₦ 9,800,000"
Lexus RX 350 2008 Silver,local used,automatic,Lexus,RX,,Surulere,"₦ 9,600,000"
Mercedes-Benz GL-Class GL 450 2009 Gold,foreign used,automatic,,,,Amuwo-Odofin,"₦ 14,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,foreign used,automatic,Toyota,Camry,,Central Business District,"₦ 16,200,000"
Lexus LX 570 2011 Black,foreign used,automatic,Lexus,LX,,Central Business District,"₦ 39,500,000"
Toyota Corolla LE 2005 Green,local used,automatic,Toyota,Corolla,,Nyanya,"₦ 4,200,000"
Toyota Land Cruiser Prado 4.0 Petrol TX-L 2012 White,foreign used,automatic,Toyota,Land,,Ajah,"₦ 55,000,000"
Toyota Tacoma 2008 Black,local used,automatic,Toyota,Tacoma,2008,Agege,"₦ 28,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2015 Black,foreign used,automatic,Toyota,Camry,,Mabushi,"₦ 16,700,000"
Toyota Highlander 2013 White,local used,automatic,Toyota,Highlander,2013,Ibeju,"₦ 13,000,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 Black,local used,automatic,Acura,MDX,,Isolo,"₦ 6,700,000"
Toyota Highlander 2021 Silver,foreign used,automatic,Toyota,Highlander,2021,Lokogoma,"₦ 57,500,000"
Ford Edge Titanium 4dr SUV (2.0L 4cyl Turbo 6A) 2015 Gray,foreign used,automatic,Ford,Edge,,Ajah,"₦ 17,000,000"
Honda CR-V 2010 Silver,local used,automatic,Honda,CR-V,2010,Port-Harcourt,"₦ 6,500,000"
Chevrolet Cruze 2012 Black,local used,automatic,Chevrolet,Cruze,2012,Port-Harcourt,"₦ 4,650,000"
Toyota Highlander V6 2009 Silver,local used,automatic,Toyota,Highlander,,Agege,"₦ 11,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,foreign used,automatic,,,,Surulere,"₦ 17,500,000"
Honda Pilot 2006 Green,foreign used,automatic,Honda,Pilot,2006,Agege,"₦ 8,000,000"
Hyundai Elantra GT 2013 Silver,foreign used,automatic,Hyundai,Elantra,,Gwarinpa,"₦ 15,800,000"
Toyota Yaris iA 1.5 FWD 2018 Blue,foreign used,automatic,Toyota,Yaris,,Gwarinpa,"₦ 16,900,000"
Mercedes-Benz C400 2016 Blue,foreign used,automatic,,,,Gwarinpa,"₦ 33,550,000"
Toyota RAV4 2002 Silver,local used,automatic,Toyota,RAV4,2002,Yaba,"₦ 4,300,000"
Toyota Highlander Limited V6 4x4 (3.5L 6cyl 6A) 2016 Gray,foreign used,automatic,Toyota,Highlander,,Lekki,"₦ 34,000,000"
Toyota Avalon 2015 Gray,local used,automatic,Toyota,Avalon,2015,Ogba,"₦ 15,000,000"
Toyota Highlander 2011 Black,foreign used,automatic,Toyota,Highlander,2011,Ogba,"₦ 19,500,000"
Toyota Sienna 2005 White,local used,automatic,Toyota,Sienna,2005,Mararaba,"₦ 4,200,000"
Lexus RX 2001 White,local used,automatic,Lexus,RX,2001,Ifako-Ijaiye,"₦ 4,250,000"
Toyota Corolla 2002 Black,local used,automatic,Toyota,Corolla,2002,Agege,"₦ 3,800,000"
Lexus RX 350 AWD 2008 Silver,foreign used,automatic,Lexus,RX,,Ikeja,"₦ 14,300,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2013 Gray,foreign used,automatic,Toyota,Corolla,,Surulere,"₦ 11,500,000"
Nissan Versa 2009 White,local used,automatic,Nissan,Versa,2009,Ikeja,"₦ 4,500,000"
Ford Escape 2008 Black,local used,automatic,Ford,Escape,2008,Ikeja,"₦ 4,800,000"
Toyota Venza 2011 Silver,local used,automatic,Toyota,Venza,2011,Awka,"₦ 14,200,000"
Toyota Camry 2.4 SE Automatic 2008 Blue,local used,automatic,Toyota,Camry,,Ibadan,"₦ 8,500,000"
Mercedes-Benz C300 2016 Black,foreign used,automatic,,,,Ikotun/Igando,"₦ 26,000,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2015 White,foreign used,automatic,,,,Amuwo-Odofin,"₦ 24,700,000"
Volkswagen Golf 2.0 Bi-Fuel Variant 2005 Silver,local used,automatic,Volkswagen,Golf,,Kaduna / Kaduna State,"₦ 3,100,000"
Toyota Corolla LE 2005 Red,local used,automatic,Toyota,Corolla,,Kaduna / Kaduna State,"₦ 5,600,000"
Volkswagen Golf GL 2.0 2004 Black,local used,manual,Volkswagen,Golf,,Kaduna / Kaduna State,"₦ 3,400,000"
Toyota Camry 2016 Black,foreign used,automatic,Toyota,Camry,2016,Asokoro,"₦ 16,700,000"
Honda CR-V 2009 Green,foreign used,automatic,Honda,CR-V,2009,Amuwo-Odofin,"₦ 13,700,000"
Toyota Aygo 1.0 3-Door 2006 Red,foreign used,automatic,Toyota,Aygo,,Asokoro,"₦ 5,000,000"
Mercedes-Benz GLK-Class 2012 White,foreign used,automatic,,,,Amuwo-Odofin,"₦ 17,300,000"
Honda Accord Sport 2.0T 2018 Red,foreign used,automatic,Honda,Accord,,Asokoro,"₦ 24,000,000"
Mercedes-Benz Sprinter 2004 White,local used,manual,,,,Ibadan,"₦ 8,500,000"
Nissan Frontier XE-V6 4x4 King Cab 116.1 in. WB 1999 Gray,foreign used,manual,Nissan,Frontier,,Ibadan,"₦ 14,500,000"
Toyota RAV4 Automatic 2000 Black,local used,automatic,Toyota,RAV4,,Ibadan,"₦ 6,000,000"
Toyota Land Cruiser 4.0 V6 EXR 2017 White,local used,manual,Toyota,Land,,Lokogoma,"₦ 55,000,000"
Toyota Highlander 2006 Blue,foreign used,automatic,Toyota,Highlander,2006,Amuwo-Odofin,"₦ 12,200,000"
Toyota Corolla Liftback 2004 Silver,local used,automatic,Toyota,Corolla,,Zaria,"₦ 5,700,000"
Mercedes-Benz E500 500 Sedan 2005 Black,local used,automatic,,,,Zaria,"₦ 4,500,000"
Honda Accord Sport 2018 Gray,foreign used,automatic,Honda,Accord,,Port-Harcourt,"₦ 35,000,000"
Kia Optima 2013 Gray,local used,automatic,Kia,Optima,2013,Kaduna / Kaduna State,"₦ 8,700,000"
Hyundai Santa Fe 2014 White,local used,automatic,Hyundai,Santa,,Agege,"₦ 13,700,000"
